APOGEE_ID,RA,DEC,APOGEE_Net_Logg,mean_Logg,sd_Logg,APOGEE_Net_Teff,mean_Teff,sd_Teff,APOGEE_Net_FeH,mean_FeH,sd_FeH,SNR,star_path,telescope,field,survey,programname,targflags,nvisits_,combtype,starflag,starflags,andflag,andflags,vhelio_avg,vscatter,verr,l,b,sagitta_predicted_av,sagitta_predicted_pms,sagitta_predicted_age,GEDR3_source_id,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,ra_error,dec_error,parallax,parallax_error,parallax_corr,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag_corrected,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_error_corrected,phot_bp_rp_excess_factor_corrected,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,Av_med,Av_low,Av_high,mass,mass_low,mass_high,chi2_mass,age,age_low,age_high,chi2_age,lgL,lgL_e,T,Te,lgg,lgg_e,j_k,PC1,PC2,PC3,hdbcluster,hdb_membership_prob,hdb_outlier_scores,AllWISE,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,d2M,kk,logmeanTef
2M20332674+4110595,308.3615,41.1832,4.4792,4.4835,0.0211,7463.8301,7497.2686,50.8075,-0.9615,-0.9788,0.0164,450.4124,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20332674+4110595.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,16777216,MTPFLUX_LT_75,16777216,MTPFLUX_LT_75,27.618269,31.607365,1.1062112,80.1406611679379,0.680016436523559,2.9886165,2.0663603E-10,NA,2.06778005440182E+018,308.36148267536,41.18317715896,0.0002969,0.0002387,160.4,0.012,0.0149,0.5852,0.016,0.602405624692759,36.6592,5.521,-2.709,0.015,-4.811,0.018,387,4.5884,1449.36,0.142,29.72,31,NA,NA,28,1.17,false,13.231385,10.809626,11.930344,0.002948,0.003795,0.00277,0.005,2.42176,NA,NA,0,NA,NA,NA,1.23766315229604E+018,NA,656400193,1658.3296,1625.5259,1704.363,1654.899,1620.6216,1700.358,4.57,4.51,4.61,4.862,4.77,5.005,47.438,110.925,103.521,117.498,86.834,3.089,0.036,7479.971,56.328,2.498,0.029,0.806000000000001,-0.033329338260569,-0.652479119899652,0.564093442173303,3,0.756458721705249,0.323806697731403,J203326.75+411059.4,7.974,7.93,7.828,8.79,8.971,8.434,8.165,0.024,0.02,0.024,0.02,0.02,0.016,3.08514080135103E+018,ddPD,1,00nn,AAAU,0.069,1.17983512141261,3.8749,3.87490307032433
2M20330526+4143367,308.272,41.7269,4.361,4.3633,0.0424,7430.3237,7497.3999,82.0673,-1.0498,-1.0945,0.0338,300.7735,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20330526+4143367.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",1,0,16777216,MTPFLUX_LT_75,16777216,MTPFLUX_LT_75,-63.103683,0,0.937,80.5377440778684,1.05746596492703,2.9173877,1.0518155E-08,NA,2.06793439404913E+018,308.27192540394,41.72687469114,0.0002098,0.000195,157.93,0.0094,0.0105,0.5652,0.0115,0.578978090703425,49.1754,4.657,-2.482,0.012,-3.941,0.013,350,-0.3073,677.7,0.077,9.096,31,NA,NA,28,0.987,false,13.086964,10.940099,11.989392,0.003088,0.003835,0.002769,0.015,2.146865,NA,NA,0,NA,NA,NA,1.2376631667922E+018,NA,659391333,1735.6073,1699.2339,1769.1832,1719.6125,1685.5211,1752.2892,4.08,4.01,4.15,6.987,4.444,7.396,469.641,127.359,0.106,138.048,445.482,2.945,0.03,7423.351,81.879,2.77,0.119,0.661999999999999,-0.149284988180133,-0.449284444593171,0.581770114232218,3,0.805693976115573,0.152465899323869,J203305.26+414336.7,8.46,8.427,8.704,5.807,9.286,8.854,8.624,0.022,0.02,0.082,0.194,0.02,0.018,0.013,3.074142401351E+018,000d,0,1101,AAAB,0.09,1.11008127446138,3.8749106760764
2M20330441+4117089,308.2684,41.2858,4.3397,4.3667,0.0393,7516.959,7498.6738,82.7061,-1.1171,-1.1094,0.0286,242.4059,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20330441+4117089.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,16777220,"BRIGHT_NEIGHBOR,MTPFLUX_LT_75",16777220,"BRIGHT_NEIGHBOR,MTPFLUX_LT_75",-48.407856,35.941975,1.2923969,80.1814552043191,0.797339510173062,2.9817011,6.4457015E-07,NA,2.06778452116785E+018,308.26839336612,41.28582178454,0.0002239,0.0001974,157.12,0.0097,0.0117,0.5853,0.0126,0.623108304489075,46.5434,5.215,-2.618,0.012,-4.51,0.013,369,4.9169,483.86,0.059,3.342,31,NA,NA,27,1.187,false,14.338314,12.031286,13.122765,0.00295,0.003803,0.00277,0.009,2.307028,NA,NA,0,NA,NA,1.57543082684184E+017,NA,NA,657393749,1604.9133,1569.0286,1641.0803,1599.329,1563.7208,1626.1901,4.4,4.33,4.46,5.331,3.45,5.435,86.667,0.331,0.309,263.051,985.667,2.527,0.026,7498.942,79.615,3.089,0.09,0.716000000000001,-0.062480350450548,-0.540167234861586,0.519967196666619,3,0.809226878776415,0.13677052536223,J203304.41+411708.9,9.336,9.316,8.072,9.03,10.268,9.799,9.552,0.026,0.026,0.107,0.019,0.016,0.014,3.08514080135103E+018,HH0H,1,nn0n,AAAU,0.089,1.12221445816727,3.87498,3.87498446175562
2M20333910+4119258,308.413,41.3238,4.6217,4.6064,0.0299,7521.937,7498.9761,61.8542,-0.79,-0.787,0.0182,834.5289,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20333910+4119258.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,16777216,MTPFLUX_LT_75,16777216,MTPFLUX_LT_75,5.095751,1.2931802,0.29277232,80.2766614751351,0.732682039356,2.9778714,3.2507032E-11,NA,2.06787791093616E+018,308.41293345363,41.32388674884,0.0003965,0.0003177,164.14,0.0155,0.0186,0.6339,0.0201,0.66712927515037,31.5388,5.233,-2.952,0.02,-4.321,0.024,353,10.7471,1845.43,0.188,48.27,31,NA,NA,25,1.433,false,11.207525,9.003987,10.077736,0.004112,0.004309,0.002857,0.024,2.203538,NA,NA,0,NA,NA,NA,1.23766314907527E+018,NA,657394337,1495.644,1458.502,1538.7144,1515.0123,1467.8312,1563.9125,4.41,4.35,4.46,6.819,6.411,7.203,133.896,51.289,46.24,61.662,205.583,3.698,0.03,7509.311,72.951,2.052,0.046,0.748,-0.11522631860829,-0.716348854048802,0.643781778411259,3,0.727629099363685,0.395379679605589,J203339.10+411925.9,6.117,6.061,6.13,4.239,7.23,6.745,6.482,0.087,0.025,0.021,0.103,0.02,0.016,0.018,3.08514080135104E+018,hhdd,1,1011,AAAA,0.109,1.08989768988997,3.87500196946153
2M20311833+4121216,307.8264,41.356,4.5372,4.5302,0.0158,7506.4663,7500.3262,23.035,-0.9565,-0.9465,0.0103,666.5682,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20311833+4121216.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,0,0,-11.503516,10.995761,1.0205951,80.0412543163161,1.10632009934774,2.9165635,4.8530745E-12,NA,2.06784014958411E+018,307.82637309499,41.35602868469,0.0003539,0.0002731,170.69,0.0133,0.0164,0.5859,0.0174,0.610104053236038,33.6467,4.887,-2.532,0.017,-4.179,0.022,400,3.675,1948.73,0.177,47.86,31,NA,NA,27,1.133,true,13.167505,10.57136,11.735994,0.002939,0.003806,0.002775,0.004,2.596146,NA,NA,0,NA,NA,1.57623078265378E+017,1.23766320007873E+018,NA,657392514,1642.607,1599.5002,1683.4678,1638.65,1592.2844,1690.7887,4.93,4.87,4.98,5.548,5.359,5.604,33.801,81.289,80.358,88.111,28.574,3.294,0.034,7507.58,24.633,2.339,0.025,0.860999999999999,-0.160290140429787,-0.595463136582189,0.641596066142035,3,0.788418574721745,0.221666169455718,J203118.32+412121.6,7.482,7.458,7.65,6.806,8.607,8.046,7.746,0.032,0.021,0.024,0.104,0.03,0.024,0.013,3.08514080135103E+018,0,0,0,AAAA,0.032,1.10520362290622,3.87508,3.87508015189561,3.87508015189561
2M20300788+4123504,307.5328,41.3974,4.3865,4.4032,0.0193,7429.1533,7500.4932,42.3426,-0.9843,-1.0011,0.0165,502.9606,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20300788+4123504.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,0,0,-12.861552,18.91287,1.1120539,79.9448671459387,1.30871775393084,2.8679774,2.5569453E-13,NA,2.06800816440555E+018,307.53282378368,41.39733998504,0.0003698,0.0003216,165.9,0.0155,0.0184,0.5993,0.0198,0.619081315808099,30.3325,5.196,-2.934,0.02,-4.288,0.023,408,5.3217,1872.8,0.201,46.98,31,NA,NA,28,1.192,false,14.557522,11.631754,12.872242,0.003081,0.003824,0.002779,0.003,2.925768,NA,NA,0,NA,NA,1.57673075328277E+017,NA,NA,657391986,1613.4049,1577.0608,1662.85,1615.2789,1561.3829,1663.4581,5.44,5.37,5.52,4.592,4.486,4.725,3.333,127.359,118.859,134.906,6.001,2.983,0.037,7309.707,139.308,2.521,0.066,1.032,-0.054095851602592,-0.565344017971514,0.557564886936486,3,0.833780480199294,0.0092560644725,J203007.87+412350.4,8.122,8.065,8.162,6.435,9.397,8.739,8.365,0.023,0.02,0.031,0.021,0.017,0.016,3.06514080135104E+018,000h,0,010n,AAAU,0.045,1.03980832405353,3.87509,3.87508982165784,,3.87508982165784
2M20175858+3919325,304.4941,39.3257,3.6062,3.5807,0.0675,7559.3926,7500.5562,102.1166,-1.5554,-1.5417,0.0511,197.5254,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20175858+3919325.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,0,0,190.58887,1.2139992,0.80628693,76.9181644591672,2.01410396835157,2.3947563,2.8651364E-06,NA,2.06138034699558E+018,304.49411079196,39.32572362983,0.0003877,0.0002737,154.95,0.0137,0.0159,0.2915,0.0174,0.329091201921771,16.7482,5.744,-3.31,0.019,-4.694,0.023,361,2.1313,398.87,0.037,0.536,31,NA,NA,26,1.08,false,15.565557,13.30555,14.408732,0.003283,0.003862,0.002797,0.041,2.260007,NA,NA,0,NA,NA,1.55193044941381E+017,NA,NA,647402206,3041.9448,2895.301,3212.545,2994.455,2811.9177,3204.9333,5.43,5.37,5.49,6.818,4.185,7.034,277.862,0.145,0.127,160.336,690,2.869,0.046,7530.088,102.66,2.843,0.109,1.333,0.448110272856863,0.061982464371562,0.31800765669884,3,0.074041420642531,0.822150812271628,J201758.56+391932.5,9.16,8.945,5.616,3.134,11.127,10.31,9.794,0.023,0.02,0.02,0.03,0.021,0.018,0.015,3.03813930135102E+018,0hdd,3,144,AAAA,0.224,0.935774199149234,3.87509,3.87509346947629,3.87509346947629
2M20333334+4108364,308.389,41.1435,4.5171,4.5762,0.0512,7640.8838,7503.125,121.69,-1.0516,-1.0803,0.0393,250.835,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_N_btx/apStar-dr17-2M20333334+4108364.fits,apo25m,CygnusX_N_btx,apogee2-manga,yso,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",1,0,0,0,-37.68017,0,0.9449738,80.121103590995,0.639739639423755,2.9854412,6.4152106E-10,NA,2.06777922976809E+018,308.38895835461,41.14344463923,0.0002245,0.0001911,152.33,0.0093,0.0114,0.5757,0.0125,0.619621291123631,45.9004,5.864,-2.919,0.012,-5.086,0.014,403,3.778,497.28,0.055,2.645,31,NA,NA,28,1.136,false,14.937181,12.25784,13.443087,0.003028,0.003832,0.002781,0.004,2.679341,NA,NA,0,NA,NA,1.57373083889613E+017,1.23766315229604E+018,NA,656400250,1617.3386,1587.9823,1653.7731,1613.2349,1587.3918,1653.3176,5.05,5,5.1,5.666,3.638,5.801,95.007,0.275,0.254,229.108,891,2.631,0.026,7645.396,75.369,3.049,0.094,0.856,0.024590527306238,-0.748569891436657,0.60787732199006,3,0.638688691722445,0.544213044441065,J203333.34+410836.4,9.25,9.216,9.442,7.032,10.275,9.747,9.419,0.023,0.021,0.196,0.492,0.022,0.018,0.016,3.08514080135104E+018,00hh,0,110n,AABC,0.032,0.951392073524904,3.87524,3.87524218173712,3.87524218173712
2M20193270+4039135,304.8863,40.6538,4.4654,4.4624,0.0235,7502.3677,7503.4712,48.3715,-0.9683,-0.9594,0.0226,616.3979,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20193270+4039135.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",2,0,2048,PERSIST_LOW,2048,PERSIST_LOW,25.177511,26.724413,1.1940258,78.1862579335283,2.51269472618265,2.3473346,5.342518E-07,NA,2.06830187574889E+018,304.88629962616,40.65382189234,0.000388,0.0003262,126.67,0.016,0.0176,0.5908,0.0206,0.613576855570801,28.6817,6.333,-3.871,0.023,-5.012,0.022,396,19.4478,2187.11,0.201,57.42,31,NA,NA,26,1.77,false,9.893802,8.558301,9.310639,0.006915,0.007636,0.003494,0.014,1.335501,NA,NA,0,NA,NA,NA,NA,NA,654397022,1634.8278,1578.0593,1683.7666,1643.0278,1580.3691,1693.6696,2.31,2.26,2.37,5.804,5.632,5.923,75.427,73.286,69.987,78.529,78.424,3.366,0.032,7530.088,62.786,2.299,0.028,0.448,0.198382597627265,-0.741018367942226,0.561525445223021,3,0.539674857313959,0.642250735538986,J201932.70+403913.6,6.958,6.906,7.173,7.433,7.596,7.295,7.148,0.067,0.02,0.047,0.023,0.017,0.015,3.04614080135102E+018,000H,0,121n,AAAU,0.135,1.21017464237826,3.87526,3.87526221995867
2M20340601+4108090,308.5251,41.1358,4.4807,4.4726,0.0364,7517.1494,7504.0151,62.8884,-0.8941,-0.9057,0.0269,358.3854,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20340601+4108090.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",1,0,0,0,-2.3957953,0,0.7543409,80.1760552832684,0.552873054028202,2.9132926,1.3208028E-12,NA,2.06776679154456E+018,308.52506478598,41.13587000961,0.0006369,0.0005465,154.56,0.0249,0.0293,0.4987,0.0327,0.501459937804796,15.26,5.031,-1.782,0.035,-4.705,0.039,378,6.8293,5999.32,0.347,190.9,95,1.2499,0.0072,28,1.26,false,13.60426,10.995293,12.171655,0.003203,0.003999,0.002803,0.015,2.608967,NA,NA,0,NA,NA,1.57363085251064E+017,1.2376631522961E+018,NA,656400561,2016.6105,1899.1633,2149.952,2002.5203,1867.7997,2184.0415,4.92,4.85,4.96,5.493,5.28,5.717,14.163,83.182,75.861,92.264,19.194,3.277,0.063,7517.961,59.324,2.341,0.044,0.893000000000001,-0.153629283463277,-0.518388500638848,0.615883910723603,3,0.808736252531114,0.138984865725102,J203406.01+410809.1,7.956,7.919,8.138,7.932,9.047,8.494,8.154,0.024,0.019,0.041,0.021,0.02,0.015,3.08514080135104E+018,hhhH,1,341n,AAAU,0.128,0.961269726534178,3.87529,3.8752936992836,,3.8752936992836
2M20325964+4115146,308.2485,41.2541,4.4835,4.5166,0.0343,7476.77,7504.498,65.3363,-0.9463,-0.9207,0.0263,470.0346,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_N_btx/apStar-dr17-2M20325964+4115146.fits,apo25m,CygnusX_N_btx,apogee2-manga,yso,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",1,0,0,0,-44.27737,0,0.9330686,80.1470706215302,0.790517554819218,2.9412606,1.2623807E-12,NA,2.06778293632059E+018,308.24846555933,41.25407770212,0.0003222,0.0002775,169.64,0.0135,0.017,0.5332,0.0181,0.540823728200452,29.461,5.148,-2.74,0.017,-4.358,0.02,371,5.7111,1604.85,0.165,37.91,31,NA,NA,24,1.217,false,13.630044,10.98722,12.162325,0.003021,0.003808,0.002769,0.002,2.642824,NA,NA,0,NA,NA,1.57503082484626E+017,NA,NA,657393684,1856.9233,1803.4014,1923.0586,1868.9196,1811.7278,1921.5377,4.75,4.71,4.79,5.103,5.005,5.229,127.082,98.862,93.332,104.72,51.278,3.152,0.035,7267.749,61.342,2.376,0.026,0.903,-0.064095831464246,-0.587520024200635,0.669070231360154,3,0.743505799949162,0.357954366312367,J203259.62+411514.7,7.936,7.915,7.202,4.551,9.047,8.451,8.144,0.025,0.021,0.024,0.038,0.021,0.017,0.016,3.08514080135103E+018,00h0,1,1214,AAAA,0.159,1.14737951862374,3.87532,3.87532164619666,3.87532164619666
2M20333821+4053411,308.4092,40.8948,4.4911,4.4974,0.0235,7504.5054,7509.6123,40.7437,-0.9486,-0.9522,0.0173,684.7954,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20333821+4053411.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,0,0,-17.269125,4.887357,1.0987213,79.9304519462702,0.479299925423569,2.9467826,5.053639E-13,NA,2.06775473127415E+018,308.40923906471,40.8947742879,0.0003081,0.0002732,135.4,0.0133,0.0148,0.5353,0.0172,0.568698461832419,31.136,5.158,-2.006,0.018,-4.752,0.018,346,1.8192,1535.04,0.15,34.26,31,NA,NA,25,1.069,false,12.287193,9.844129,10.970627,0.002956,0.003948,0.002794,0.005,2.443065,NA,NA,0,NA,NA,NA,1.23766314907507E+018,NA,655406985,1756.9912,1703.3259,1813.9578,1775.3325,1718.9713,1836.3972,4.57,4.52,4.62,6.399,6.3,6.641,49.629,58.887,54.957,60.956,52.457,3.516,0.038,7479.971,49.149,2.185,0.027,0.793,-0.136575077783199,-0.576941073418501,0.600871548174799,3,0.78303153719245,0.240991160291743,J203338.21+405341.2,6.911,6.924,7.091,6.95,8.028,7.496,7.235,0.061,0.021,0.028,0.026,0.018,0.02,3.08514080135102E+018,hhhh,1,000n,AAAU,0.032,1.20467903498334,3.87562,3.87561751618966,,3.87561751618966
2M20321656+4125357,308.069,41.4266,4.3997,4.4061,0.0213,7542.1255,7515.8579,58.3681,-0.9747,-0.9635,0.0217,513.0159,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20321656+4125357.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,0,0,-15.834062,3.3698225,1.335602,80.2058888171697,1.00137345784055,2.9201374,1.1177302E-06,NA,2.06783561409887E+018,308.06900919629,41.42657518866,0.0002812,0.0002202,148.89,0.0112,0.0131,0.5551,0.014,0.581641549950607,39.5206,5.315,-2.326,0.015,-4.779,0.017,390,7.7119,1360.46,0.124,24.94,31,NA,NA,28,1.289,false,11.701837,10.016768,10.906462,0.002966,0.003793,0.002778,0.011,1.685069,NA,NA,0,NA,NA,NA,1.2376631496122E+018,NA,658390345,1718.2037,1681.047,1758.8267,1688.9368,1656.726,1721.7532,3.21,3.17,3.26,4.816,4.747,4.886,28.727,113.509,109.655,118.859,19.677,3.073,0.027,7530.088,55.454,2.503,0.022,0.529,-0.067987473210781,-0.557770291133017,0.537095447750287,3,0.796747876407244,0.18976993549743,J203216.56+412535.6,8.053,8.041,8.162,7.527,8.714,8.389,8.185,0.023,0.02,0.028,0.307,0.018,0.031,0.016,3.08514080135105E+018,0,0,110n,AAAB,0.064,0.941572147507501,3.87598,3.87597856043471,3.87597856043471
2M20321568+4046170,308.0653,40.7714,4.542,4.587,0.0453,7406.8174,7517.4443,111.6488,-0.9811,-0.9699,0.0377,297.646,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_N_btx/apStar-dr17-2M20321568+4046170.fits,apo25m,CygnusX_N_btx,apogee2-manga,yso,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",1,0,0,0,-34.656185,0,0.9744011,79.6765382038047,0.615185911245414,2.9835618,1.9462784E-10,NA,2.06774397667613E+018,308.06533120209,40.77138734723,0.0003224,0.0002378,174.71,0.0117,0.0128,0.5882,0.0146,0.598936944831405,40.3247,5.101,-2.461,0.015,-4.467,0.02,392,4.7839,1152.93,0.13,22.15,31,NA,NA,25,1.176,false,13.960499,11.450504,12.592866,0.002949,0.00379,0.002766,0.003,2.509995,NA,NA,0,NA,NA,1.56923080653747E+017,1.23766314961188E+018,NA,654407158,1667.5995,1626.6327,1704.6683,1666.0702,1633.7347,1695.9258,4.66,4.59,4.74,6.877,4.148,6.996,144.408,0.14,0.132,164.07,754,2.861,0.03,7530.088,56.821,2.855,0.101,0.782999999999999,-0.148758910988617,-0.660972073446736,0.645321071308359,3,0.749346791555809,0.342992725961815,J203215.66+404616.7,8.598,8.538,9.225,8.98,9.609,9.117,8.826,0.023,0.02,0.041,0.033,0.018,0.014,3.08514080135103E+018,dddH,1,000n,AAAU,0.328,0.999247668580287,3.87607,3.8760702189086,,3.8760702189086
2M20315961+4114504,307.9984,41.2474,4.4216,4.4614,0.0345,7510.4478,7518.9775,60.3287,-0.9799,-0.9678,0.0309,380.9628,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20315961+4114504.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",1,0,0,0,-31.511879,0,0.9914119,80.0300950063073,0.937898437901358,2.9460707,1.0357585E-10,NA,2.06782746654147E+018,307.99837578265,41.24734883631,0.0002674,0.0002491,167.3,0.0115,0.0122,0.5677,0.0143,0.579962198392397,39.7158,5.081,-2.392,0.016,-4.482,0.017,436,4.6778,1494.31,0.141,30.49,31,NA,NA,28,1.163,false,13.33708,10.912976,12.033146,0.002934,0.003798,0.002769,0.004,2.424104,NA,NA,0,NA,NA,1.57493079983747E+017,1.23766320007873E+018,NA,657392889,1735.2162,1691.1614,1772.8418,1724.1816,1685.6403,1764.746,4.31,4.26,4.36,4.614,4.507,4.68,72.485,125.901,121.627,133.361,25.604,2.983,0.031,7021.017,118.763,2.465,0.026,0.791,-0.116906692813029,-0.568698387757269,0.586530762105473,3,0.785530649918745,0.232146779264958,J203159.60+411450.4,8.132,8.073,8.169,6.152,9.117,8.579,8.326,0.021,0.019,0.065,0.113,0.02,0.018,0.016,3.08514080135103E+018,hh00,1,nnnn,AAAB,0.089,1.25678291128304,3.87616,3.87615878523254,3.87615878523254
2M20243873+3930300,306.1614,39.5083,4.4758,4.5106,0.0308,7522.457,7521.4668,80.1113,-0.9023,-0.8996,0.0288,422.3613,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20243873+3930300.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",1,0,0,0,-21.000029,0,0.6624473,77.8009051019796,1.05820147497993,2.7864819,2.2182555E-14,NA,2.06725008549804E+018,306.16134226047,39.50835920096,0.000343,0.0003066,156.29,0.0139,0.0175,0.5476,0.0193,0.56328407003846,28.3277,5.849,-2.575,0.02,-5.252,0.021,411,3.2575,1828.85,0.186,43.73,31,NA,NA,27,1.116,false,14.35021,11.349197,12.595941,0.003015,0.003811,0.002773,-0.01,3.001013,NA,NA,0,NA,NA,1.55413061613291E+017,NA,NA,648411422,1801.1017,1731.5314,1868.0757,1779.1576,1720.3279,1840.3628,5.39,5.3,5.44,5.153,5.005,5.255,8.056,96.612,92.264,103.521,7.558,3.176,0.036,7493.765,89.894,2.418,0.029,0.965999999999999,0.019305918746204,-0.688187279317455,0.569635623726141,3,0.683977134852988,0.478895360523251,J202438.72+393029.9,7.967,7.897,6.906,4.768,9.213,8.559,8.247,0.024,0.02,0.049,0.148,0.021,0.023,0.016,3.05813930135103E+018,00hh,1,0,AAAB,0.13,1.2388610553472,3.8763,3.87630254285593,3.87630254285593
2M20321568+4046170,308.0653,40.7714,4.6576,4.6747,0.0372,7535.5371,7527.8311,65.3174,-0.9956,-1.0011,0.0242,363.3585,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20321568+4046170.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",2,0,0,0,-0.42934954,36.490814,1.2312021,79.6765382038047,0.615185911245414,2.9835618,1.9462784E-10,NA,2.06774397667613E+018,308.06533120209,40.77138734723,0.0003224,0.0002378,174.71,0.0117,0.0128,0.5882,0.0146,0.598936944831405,40.3247,5.101,-2.461,0.015,-4.467,0.02,392,4.7839,1152.93,0.13,22.15,31,NA,NA,25,1.176,false,13.960499,11.450504,12.592866,0.002949,0.00379,0.002766,0.003,2.509995,NA,NA,0,NA,NA,1.56923080653747E+017,1.23766314961188E+018,NA,654407158,1667.5995,1626.6327,1704.6683,1666.0702,1633.7347,1695.9258,4.66,4.59,4.74,6.877,4.148,6.996,144.408,0.14,0.132,164.07,754,2.861,0.03,7530.088,56.821,2.855,0.101,0.782999999999999,-0.169159835504847,-0.714320233322509,0.69644493430644,3,0.713323773468739,0.425550617846978,J203215.66+404616.7,8.598,8.538,9.225,8.98,9.609,9.117,8.826,0.023,0.02,0.041,0.033,0.018,0.014,3.08514080135103E+018,dddH,1,000n,AAAU,0.328,0.999247668580287,3.87667,3.87666986637551,,3.87666986637551
